index,Unnamed: 0,age,num_children,gender,reported_height,reported_weight,reported_pants_size_waist,reported_pants_size_inseam,bra_size_chest,bra_size_cup,age_range,shoe_size_us,ankle_circum,spine_to_scye_len,spine_to_elbow_len,arm_len_spine_wrist,arm_len_shoulder_wrist,arm_len_shoulder_elbow,scye_circum,chest_circum,chest_circum_below_bust,chest_circum_scye,jean_inseam,hand_len,hip_circum,hip_height,neck_circum_base,bideltoid_breadth,height,thigh_circum_proximal,u_crotch,waist_circum_preferred,waist_height_preferred,weight,biacromial_breadth,bicristal_breadth,bust_to_bust,cervical_height,chest_height,interscye_dist,acromion_height,acromion_radial_len,ankle_height_inside,ankle_height_outside,axilla_height,elbow_height,knee_height,radial_stylion_len,sleeve_inseam,sleeve_outseam,acromion_radial_stylion_len,shoulder_len,dataset
870,15308.0,51.0,2.0,female,66.14,169.76,34.0,32.0,36.0,3.0,46-55,5.5,9.29,6.69,20.47,30.71,24.02,13.78,16.81,42.2,35.04,36.3,31.69,6.77,43.23,33.19,17.28,15.67,66.06,26.18,27.36,33.74,41.14,171.74,13.46,12.78,8.21,56.68,45.72,13.96,54.06,12.41,2.61,2.795,50.0,42.255,17.925,8.99,17.39,21.14,21.4,6.69,caesar
886,15330.0,53.0,2.0,female,66.54,156.53,32.0,31.0,34.0,0.0,46-55,8.5,10.39,6.81,19.92,30.71,23.9,13.11,16.73,39.49,33.78,37.68,32.17,7.4,42.91,32.87,18.62,15.59,64.69,25.24,25.75,36.1,40.91,165.79,14.05,12.96,7.72,55.39,46.32,14.57,53.365,11.82,2.87,2.805,49.07,42.645,18.165,9.16,16.805,21.1,20.98,6.81,caesar
890,15336.0,21.0,0.0,female,66.93,152.12,32.0,30.0,36.0,2.0,17-25,9.5,9.88,7.17,19.49,28.62,21.46,12.32,14.72,37.28,29.65,34.76,29.61,7.13,43.31,30.71,17.09,16.89,67.01,26.3,24.09,35.55,38.62,154.76,13.68,12.5,8.13,56.43,47.7,13.03,54.255,11.695,3.075,2.74,50.995,42.945,17.43,8.57,16.775,19.855,20.265,7.16,caesar
891,15337.0,36.0,3.0,female,61.42,132.28,31.0,29.0,34.0,1.0,36-45,5.5,8.74,7.87,19.69,27.95,20.08,11.81,13.66,34.45,30.0,32.32,28.46,6.89,41.77,29.37,15.43,15.51,62.17,24.8,26.38,30.87,37.44,134.26,14.62,12.04,8.1,61.59,52.39,13.12,60.27,13.535,3.66,2.885,55.84,47.31,20.0,10.16,18.835,23.21,23.695,7.87,caesar
895,15342.0,46.0,2.0,female,68.11,176.37,36.0,32.0,34.0,4.0,46-55,11.5,10.08,7.28,21.54,31.69,24.41,14.25,17.09,41.1,33.15,38.39,31.61,7.28,44.09,32.01,18.31,16.97,68.46,25.39,31.3,34.8,42.52,186.51,14.23,12.25,8.85,58.79,48.66,14.43,56.705,12.58,3.025,2.895,52.22,45.21,18.43,9.52,17.555,21.83,22.1,7.28,caesar
898,15347.0,32.0,2.0,female,64.96,130.07,29.0,32.0,36.0,2.0,26-35,8.5,9.49,7.13,19.76,29.21,22.09,12.64,15.59,37.4,31.1,36.18,30.87,6.73,37.09,31.93,17.6,16.22,65.28,21.73,26.06,28.58,40.2,136.03,14.76,11.65,8.74,55.06,47.3,14.82,53.035,11.415,3.07,2.665,49.32,42.1,17.49,8.115,15.74,19.715,19.53,7.12,caesar
910,15363.0,25.0,0.0,female,68.9,145.51,31.0,34.0,36.0,1.0,17-25,9.5,9.96,8.66,21.85,32.8,24.13,13.19,15.2,35.63,31.57,35.39,32.95,7.13,38.58,32.09,17.32,17.68,68.5,23.31,23.82,29.8,41.81,146.39,16.08,10.83,7.09,58.73,49.62,15.56,56.335,12.77,3.22,2.92,52.85,44.225,18.975,9.735,18.13,22.01,22.505,8.67,caesar
914,15369.0,44.0,0.0,female,67.72,171.96,34.0,32.0,36.0,5.0,36-45,8.5,9.49,8.35,20.47,30.31,21.97,12.13,16.54,44.09,35.04,39.92,31.85,7.17,40.16,33.46,15.98,17.01,67.2,24.69,28.74,35.71,42.56,177.25,15.47,12.95,9.69,56.99,48.05,16.1,54.615,12.63,3.3,2.91,50.75,42.93,18.255,8.73,17.315,21.14,21.36,8.34,caesar
917,15372.0,41.0,3.0,female,69.29,158.73,33.0,34.0,38.0,0.0,36-45,11.5,10.0,7.64,21.65,32.05,24.41,14.02,15.04,35.43,31.42,34.33,33.31,7.56,43.54,34.06,17.09,17.76,69.49,24.33,27.95,29.57,43.46,161.38,14.8,12.23,7.56,59.42,50.03,13.63,57.41,12.95,3.13,2.65,53.13,45.22,18.85,9.885,18.515,22.575,22.835,7.64,caesar
918,15375.0,24.0,0.0,female,65.75,132.28,30.0,32.0,34.0,1.0,17-25,6.5,9.33,8.07,20.67,32.48,24.41,12.6,14.21,33.86,28.31,32.44,31.57,6.81,40.12,31.85,15.04,16.54,65.83,22.91,24.8,26.97,40.71,134.26,15.61,10.55,7.2,55.92,48.92,14.16,53.48,11.045,3.115,2.585,50.195,42.68,17.74,9.205,16.66,19.465,20.25,8.07,caesar
925,15381.0,30.0,0.0,female,67.72,125.66,30.0,31.0,32.0,4.0,26-35,7.5,9.09,7.87,21.26,31.5,23.62,13.39,15.55,35.43,27.68,33.27,31.26,7.01,38.19,32.36,16.97,16.34,66.97,22.01,25.0,28.23,40.51,131.18,15.42,11.51,7.72,56.54,47.47,14.27,54.55,12.525,3.19,2.66,51.0,42.615,17.945,8.765,17.345,21.24,21.29,7.88,caesar
927,15386.0,33.0,2.0,female,69.29,136.69,30.0,34.0,34.0,1.0,26-35,8.5,9.25,8.07,21.65,31.69,23.62,13.58,15.08,34.76,31.18,34.65,33.07,7.13,37.99,35.16,17.91,16.93,68.9,21.85,24.8,30.08,42.8,137.57,15.27,11.23,7.98,58.62,49.92,14.93,56.33,12.45,3.165,2.72,52.28,44.385,19.205,8.795,17.41,21.025,21.245,8.07,caesar
932,15393.0,34.0,0.0,female,67.32,127.87,30.0,32.0,34.0,1.0,26-35,10.5,9.37,7.83,20.87,30.39,22.56,13.03,15.12,33.58,29.49,33.46,31.26,7.48,38.5,31.3,16.22,16.5,67.48,20.87,26.77,25.91,40.91,128.75,14.96,10.58,7.42,57.86,48.84,13.45,54.63,12.54,3.12,2.375,50.825,42.385,17.63,8.63,16.655,21.05,21.17,7.83,caesar
942,15408.0,29.0,2.0,female,68.11,149.91,32.0,32.0,36.0,2.0,26-35,10.5,10.28,7.99,21.46,31.3,23.31,13.46,15.83,40.28,33.58,37.36,31.61,7.6,41.22,32.76,17.87,16.77,67.83,24.13,26.65,32.52,41.89,161.16,14.58,12.27,7.87,57.91,48.91,15.61,56.285,12.595,3.325,2.63,52.31,44.23,18.34,9.215,17.755,21.78,21.81,7.99,caesar
949,15418.0,43.0,2.0,female,69.29,191.8,34.0,31.0,38.0,2.0,36-45,11.5,9.72,8.5,22.32,33.15,24.65,13.82,18.54,41.81,34.76,40.16,32.56,7.68,41.85,34.53,18.46,18.98,69.33,24.29,28.9,38.7,42.48,192.9,16.04,13.59,8.75,59.42,50.5,15.48,57.21,12.905,3.295,2.7,52.375,44.53,18.85,9.89,17.785,22.14,22.795,8.5,caesar
952,15423.0,30.0,1.0,female,72.05,160.94,33.0,36.0,36.0,0.0,26-35,10.5,9.92,7.68,21.26,31.69,24.02,13.58,16.34,37.09,32.36,36.42,34.72,7.56,39.69,36.77,18.66,16.89,71.65,23.9,26.77,31.14,44.88,162.26,15.21,11.79,7.51,60.53,52.46,15.11,58.925,12.335,3.425,2.865,54.885,46.33,19.685,9.785,18.055,21.64,22.12,7.67,caesar
956,15427.0,56.0,3.0,female,67.32,136.69,32.0,32.0,34.0,1.0,56-65,10.5,10.2,7.83,21.5,30.98,23.15,13.66,14.72,35.47,30.0,34.45,33.35,7.13,41.3,32.17,16.93,16.34,67.2,21.02,25.98,28.94,42.17,133.16,14.97,10.3,6.54,57.06,47.13,13.41,54.185,12.705,2.895,2.315,49.89,42.245,17.785,8.91,17.205,21.4,21.615,7.83,caesar
962,15435.0,40.0,2.0,female,68.11,154.32,30.0,32.0,36.0,1.0,36-45,8.5,9.57,7.87,20.87,30.71,22.83,12.99,16.42,38.58,31.69,36.93,31.5,7.2,41.1,32.28,18.27,17.36,68.9,23.62,26.38,33.35,41.54,158.95,15.03,12.45,7.97,58.23,50.35,12.33,56.475,11.89,3.495,2.595,53.04,45.075,18.34,8.97,17.31,20.87,20.86,7.88,caesar
967,15443.0,36.0,0.0,female,66.14,132.28,29.0,32.0,34.0,2.0,36-45,6.5,9.29,7.64,20.67,30.04,22.4,13.03,14.84,36.42,30.83,35.59,29.88,7.17,40.87,30.16,17.05,16.81,65.12,23.39,26.18,29.02,39.76,145.28,14.8,12.23,7.64,54.65,47.0,15.2,52.955,11.7,3.105,2.69,48.895,41.875,17.215,8.81,16.55,20.535,20.51,7.64,caesar
968,15444.0,35.0,2.0,female,65.75,154.32,34.0,32.0,36.0,3.0,26-35,7.5,9.06,7.17,19.84,30.91,23.74,12.68,15.91,41.38,32.36,37.44,30.83,7.36,40.94,30.55,17.72,17.72,65.08,25.2,30.12,33.46,40.83,160.06,13.57,11.82,8.99,54.78,46.43,14.4,53.215,12.26,2.945,2.67,48.955,41.93,18.16,9.46,17.465,21.5,21.72,7.17,caesar
969,15445.0,23.0,0.0,female,64.96,160.94,32.0,30.0,38.0,2.0,17-25,7.5,9.61,7.8,20.59,30.39,22.6,12.8,16.18,39.8,34.06,38.43,30.71,6.61,42.28,32.09,17.01,16.5,65.94,25.24,26.85,31.3,40.28,158.51,14.83,12.38,8.21,55.43,46.53,15.32,52.69,12.12,3.44,2.7,48.945,41.09,17.52,9.245,17.04,21.22,21.365,7.79,caesar
987,15468.0,32.0,1.0,female,66.14,163.14,33.0,31.0,38.0,1.0,26-35,8.5,9.8,8.19,20.98,30.43,22.24,12.8,15.79,39.76,33.58,38.58,31.5,7.36,42.8,32.17,18.27,16.54,66.26,24.21,30.08,33.27,41.89,166.89,15.59,13.88,7.56,56.58,47.56,14.88,53.595,11.75,3.365,2.82,49.54,42.02,17.845,9.415,17.22,20.605,21.165,8.19,caesar
990,15470.0,21.0,0.0,female,70.08,143.3,30.0,34.0,34.0,2.0,17-25,9.5,10.12,8.27,21.93,31.89,23.62,13.66,15.0,38.19,31.1,36.69,34.09,7.44,42.05,35.0,18.07,17.52,70.04,23.9,25.59,31.46,43.66,153.22,15.7,11.67,8.2,59.14,51.24,15.46,57.795,13.01,3.275,2.625,53.92,45.24,18.84,9.415,18.165,21.745,22.425,8.27,caesar
992,15473.0,30.0,0.0,female,68.5,138.89,31.0,32.0,36.0,1.0,26-35,7.5,8.98,7.95,20.98,31.5,23.54,13.03,14.49,35.35,30.51,33.82,31.89,7.32,40.39,34.02,16.54,16.42,68.43,22.2,28.35,27.91,42.76,137.35,15.3,11.85,6.78,57.77,49.37,15.86,55.28,12.265,3.54,2.84,51.265,43.505,18.02,9.13,17.345,21.14,21.395,7.96,caesar
995,15478.0,19.0,0.0,female,64.96,143.3,31.0,30.0,34.0,2.0,17-25,7.5,9.37,7.6,20.12,30.16,22.56,12.52,14.92,35.2,29.13,34.02,30.39,7.32,41.73,31.57,16.85,16.93,64.29,24.41,24.65,30.63,39.25,145.06,14.79,11.28,6.94,54.29,46.76,13.41,52.05,11.895,3.22,2.66,49.01,40.125,17.2,9.245,17.545,20.555,21.14,7.6,caesar
998,15480.0,56.0,0.0,female,64.96,152.12,32.0,30.0,36.0,2.0,56-65,7.5,9.65,7.6,20.08,29.84,22.24,12.48,14.92,37.36,30.35,34.8,30.24,6.93,44.25,32.48,18.27,16.14,64.88,24.84,28.35,30.51,39.57,154.1,14.73,10.89,8.37,54.4,44.47,14.76,52.325,11.55,2.98,2.65,47.855,41.16,17.31,8.645,15.45,19.455,20.195,7.6,caesar
1007,15490.0,28.0,1.0,female,68.9,141.1,32.0,34.0,36.0,4.0,26-35,8.5,9.45,6.69,20.08,31.1,24.41,13.39,15.35,37.87,31.5,34.65,33.15,7.32,41.42,33.39,17.87,16.14,68.46,23.98,27.95,28.54,42.91,145.51,13.87,11.24,8.82,57.47,49.73,13.47,56.045,12.19,3.25,2.755,52.015,43.88,19.76,10.385,18.51,22.29,22.575,6.69,caesar
1008,15491.0,41.0,2.0,female,69.29,165.35,33.0,34.0,36.0,2.0,36-45,9.5,9.84,8.19,21.46,32.17,23.98,13.27,15.83,40.24,34.25,38.58,32.95,7.44,40.83,35.04,17.76,18.27,68.11,23.86,27.17,34.02,41.69,163.14,15.19,12.15,9.61,57.73,50.58,16.32,56.26,13.005,3.085,2.425,51.695,44.01,19.205,9.88,18.025,22.82,22.885,8.19,caesar
1012,15497.0,45.0,0.0,female,70.87,147.71,31.0,34.0,34.0,1.0,36-45,9.5,9.53,8.46,22.24,32.48,24.02,13.78,16.06,39.41,31.61,38.07,33.5,7.72,40.31,36.57,17.32,16.93,69.25,22.2,24.53,34.45,42.87,151.68,13.98,13.49,7.88,57.93,50.02,15.37,56.635,13.795,3.45,2.775,52.865,43.915,18.995,9.705,19.86,23.085,23.5,8.46,caesar
1014,15501.0,31.0,3.0,female,65.75,130.07,28.0,29.0,34.0,1.0,26-35,9.5,9.33,7.48,20.47,31.3,23.82,12.99,14.49,34.96,30.87,33.27,34.33,7.32,38.58,34.02,16.38,15.47,64.88,22.48,27.24,29.25,42.8,134.26,14.51,11.57,7.76,56.5,48.47,14.73,54.145,12.305,3.115,2.635,50.705,42.355,19.42,9.93,18.66,21.775,22.235,7.48,caesar
1022,15510.0,46.0,2.0,female,66.93,167.55,34.0,30.0,36.0,3.0,46-55,7.5,9.09,7.76,19.96,30.0,22.24,12.2,15.28,40.79,32.48,37.4,31.57,6.81,43.62,33.74,18.78,16.22,66.81,25.71,28.35,31.3,40.94,167.55,14.48,12.04,9.1,56.05,46.59,15.82,53.66,11.775,3.155,2.615,50.405,41.84,18.045,9.4,17.335,20.775,21.175,7.76,caesar
1030,15523.0,55.0,3.0,female,66.93,167.55,32.0,30.0,38.0,2.0,46-55,10.5,10.24,7.68,20.67,30.12,22.44,12.99,17.83,39.57,35.31,38.54,31.5,7.4,40.98,32.09,19.49,17.83,65.79,25.16,28.15,32.76,41.3,172.4,15.45,12.13,7.49,56.47,46.32,14.29,53.905,12.17,3.5,2.69,49.815,41.985,17.62,9.545,17.36,21.37,21.715,7.68,caesar
1038,15536.0,47.0,2.0,female,68.5,152.12,32.0,30.0,38.0,3.0,46-55,9.5,9.76,8.39,22.44,32.48,24.09,14.06,16.65,38.66,32.48,36.89,32.91,7.83,39.37,34.45,17.52,17.09,69.72,20.94,29.76,31.89,44.84,151.68,16.16,12.81,6.58,60.49,50.13,15.52,57.17,13.2,3.045,2.675,52.515,44.255,19.005,9.815,18.475,22.465,23.015,8.39,caesar
1048,15549.0,41.0,3.0,female,65.35,119.05,29.0,29.0,34.0,1.0,36-45,7.5,9.29,7.13,19.69,29.72,22.6,12.56,14.02,33.7,29.29,32.56,30.94,7.32,37.56,32.4,17.28,15.79,65.91,22.28,24.96,28.66,40.24,123.68,14.44,11.38,6.8,55.79,48.82,12.73,53.555,11.91,3.01,2.51,50.645,42.61,17.68,9.25,18.135,20.515,21.16,7.12,caesar
1051,15552.0,33.0,1.0,female,64.57,160.94,32.0,30.0,38.0,2.0,26-35,7.5,8.98,8.19,20.55,29.72,21.54,12.36,16.34,40.35,33.9,37.56,29.33,6.93,43.15,31.1,18.54,18.03,63.35,25.16,26.93,36.06,38.9,163.36,14.67,12.27,8.93,53.13,44.12,14.66,52.1,11.545,2.84,2.54,47.99,41.265,16.995,8.6,15.915,19.75,20.145,8.18,caesar
1054,15556.0,56.0,2.0,female,68.9,156.53,32.0,33.0,38.0,2.0,56-65,9.5,10.04,7.95,20.87,31.1,23.15,12.91,16.81,39.45,34.61,37.99,32.44,7.4,40.04,34.33,18.5,16.02,68.86,24.33,30.12,33.74,42.83,163.58,14.4,13.35,8.52,58.44,50.36,14.13,56.44,12.67,3.245,2.735,52.3,44.81,18.89,9.67,17.62,21.97,22.34,7.95,caesar
1057,15559.0,36.0,2.0,female,64.17,134.48,32.0,28.0,36.0,1.0,36-45,7.5,9.06,6.89,19.29,28.94,22.05,12.4,14.96,37.6,32.32,35.12,30.59,6.81,40.39,31.61,17.17,15.75,64.25,22.95,26.54,31.57,40.55,136.91,13.4,11.63,7.25,54.64,47.58,13.79,53.34,11.775,2.93,2.615,49.505,42.085,17.41,9.505,17.17,20.865,21.28,6.89,caesar
1060,15561.0,49.0,3.0,female,66.14,163.14,34.0,32.0,36.0,1.0,46-55,8.5,9.72,7.91,21.26,31.3,23.39,13.35,16.38,38.78,34.88,36.77,31.81,7.2,44.29,32.48,17.56,17.05,65.87,25.35,28.74,32.8,41.57,167.33,15.59,12.9,7.12,55.96,48.62,15.13,53.7,11.97,2.97,2.575,49.92,42.025,17.91,9.45,17.325,21.185,21.42,7.91,caesar
1064,15567.0,48.0,3.0,female,65.75,165.35,32.0,30.0,38.0,3.0,46-55,10.5,9.57,7.64,21.06,31.1,23.46,13.43,16.3,41.57,33.7,39.33,31.61,7.56,43.23,32.56,18.86,17.09,65.55,25.83,26.93,35.04,40.75,169.09,15.31,12.06,9.07,56.38,46.85,15.73,52.92,12.22,2.965,2.725,49.71,41.5,18.405,9.535,18.38,21.57,21.755,7.64,caesar
1072,15594.0,43.0,2.0,female,64.96,165.35,33.0,30.0,38.0,1.0,36-45,6.5,9.45,8.15,21.02,30.87,22.72,12.87,16.34,40.12,33.07,38.07,29.92,6.97,46.1,31.14,17.8,18.15,65.59,27.28,28.7,37.72,39.37,178.57,15.83,13.72,8.29,55.3,46.54,15.92,53.255,11.92,2.705,2.545,49.925,42.09,17.12,9.54,17.525,21.01,21.46,8.15,caesar
1082,15603.0,53.0,2.0,female,62.2,134.48,32.0,31.0,36.0,1.0,46-55,6.5,9.45,7.95,20.59,30.12,22.17,12.64,15.94,37.13,31.14,35.31,28.58,6.54,40.91,29.69,16.46,16.06,61.81,23.46,26.65,31.1,37.87,140.43,15.15,11.61,7.05,51.87,44.0,15.37,49.495,11.255,2.925,2.42,45.375,38.865,16.21,7.94,14.855,18.965,19.195,7.95,caesar
1088,15610.0,32.0,0.0,female,67.32,132.28,30.0,32.0,34.0,0.0,26-35,8.5,9.84,7.91,21.26,30.63,22.72,13.35,16.1,33.86,29.96,33.7,31.73,7.24,39.57,33.23,16.3,16.06,68.27,22.68,24.8,28.7,41.38,131.18,15.11,10.81,6.86,57.21,50.08,14.77,55.725,12.37,3.195,2.725,51.445,43.76,18.065,8.975,17.0,20.945,21.345,7.91,caesar
1093,15616.0,27.0,0.0,female,66.54,147.71,32.0,34.0,34.0,4.0,26-35,7.5,9.13,7.28,19.96,30.12,22.83,12.68,15.83,40.39,31.73,37.13,31.97,7.09,40.16,34.21,16.89,16.93,66.26,22.64,26.69,29.41,41.38,150.36,13.68,10.88,8.12,55.92,47.95,13.01,54.005,11.96,2.92,2.4,50.08,42.44,18.0,8.92,16.51,20.82,20.88,7.29,caesar
1104,15627.0,36.0,2.0,female,66.93,165.35,30.0,32.0,36.0,1.0,36-45,8.5,10.16,8.35,20.87,30.75,22.4,12.52,16.06,40.63,35.79,38.94,30.35,7.13,42.48,31.38,17.91,16.77,66.26,26.14,28.03,34.33,38.9,173.28,15.02,13.05,8.35,56.31,47.17,15.49,53.695,11.79,2.945,2.78,50.115,42.305,17.58,9.305,16.57,20.37,21.095,8.35,caesar
1106,15629.0,34.0,2.0,female,66.14,130.07,30.0,30.0,34.0,0.0,26-35,8.5,9.8,7.48,20.47,30.71,23.23,12.99,14.88,35.75,30.67,34.25,31.3,7.4,37.99,32.4,16.73,15.28,66.3,21.73,26.77,29.09,40.87,133.16,14.26,11.65,8.04,56.24,46.73,14.28,54.045,12.38,2.89,2.175,50.54,42.29,18.05,8.995,17.595,21.17,21.375,7.48,caesar
1109,15631.0,28.0,0.0,female,63.78,132.28,28.0,30.0,34.0,1.0,26-35,6.5,8.9,7.6,19.69,28.31,20.71,12.09,13.58,34.33,30.71,33.19,29.61,6.61,38.19,30.2,16.73,15.75,63.23,21.54,22.6,30.63,36.93,126.1,14.09,11.39,8.05,53.0,44.41,14.1,50.36,10.82,2.83,2.445,47.39,40.205,16.725,8.355,16.035,18.685,19.175,7.6,caesar
1130,15653.0,19.0,0.0,female,70.87,154.32,34.0,34.0,36.0,0.0,17-25,11.5,10.0,8.19,21.65,32.05,23.86,13.46,15.51,36.85,32.44,36.22,33.94,7.52,42.95,33.15,16.3,17.24,70.35,25.71,27.17,29.76,43.5,171.96,15.87,11.6,8.16,60.07,51.77,15.36,57.27,12.41,3.005,2.585,54.355,45.48,19.025,9.76,18.805,21.925,22.17,8.19,caesar
1138,15664.0,29.0,0.0,female,72.05,171.96,34.0,34.0,36.0,2.0,26-35,9.5,9.96,7.99,22.05,32.95,24.96,14.06,15.51,39.92,33.46,37.8,33.58,7.87,44.13,34.45,17.32,17.32,71.38,25.47,28.35,33.07,43.11,176.15,15.51,13.31,8.78,61.22,50.14,15.71,58.46,12.965,3.53,2.89,54.2,46.055,19.55,10.51,19.245,23.455,23.475,7.99,caesar
1140,15667.0,23.0,0.0,female,68.9,152.12,31.0,34.0,36.0,2.0,17-25,11.5,9.65,8.07,21.22,31.5,23.43,13.15,15.35,37.36,31.54,35.79,32.6,7.95,40.08,32.91,17.52,16.26,68.19,23.74,24.17,33.66,41.22,149.91,14.74,12.61,8.7,57.85,49.26,15.68,56.37,12.395,3.41,2.9,52.565,44.85,18.71,9.46,17.94,21.64,21.855,8.07,caesar
1144,15671.0,48.0,5.0,female,64.96,143.3,31.0,30.0,34.0,1.0,46-55,7.5,9.53,7.17,20.0,29.25,22.09,12.83,14.92,36.89,31.89,36.26,30.12,7.13,42.56,31.22,17.01,16.02,64.76,24.45,28.15,32.01,40.2,150.36,14.59,12.37,7.48,54.61,46.4,14.81,52.525,11.52,3.27,2.7,48.915,41.66,17.515,8.58,16.595,20.065,20.1,7.16,caesar
1145,15672.0,44.0,5.0,female,64.96,147.71,34.0,32.0,36.0,1.0,36-45,6.5,9.37,7.8,20.28,30.2,22.4,12.48,15.94,37.72,31.89,36.69,29.8,6.97,42.8,31.65,17.99,15.79,64.72,23.23,28.5,32.28,40.39,149.91,14.04,13.16,7.95,54.68,45.66,15.73,52.685,12.07,3.46,2.9,48.375,41.415,16.63,8.28,15.93,20.25,20.35,7.8,caesar
1148,15676.0,19.0,0.0,female,70.87,143.3,31.0,34.0,36.0,4.0,17-25,9.5,9.84,7.09,20.35,31.06,23.98,13.27,15.75,39.69,34.65,37.05,32.52,7.56,41.38,32.91,16.22,16.02,69.02,23.19,25.2,30.43,41.93,153.22,14.19,11.44,7.49,57.62,50.21,14.34,56.74,12.405,2.97,2.44,52.045,44.81,19.09,9.505,16.365,21.425,21.91,7.08,caesar
1153,15680.0,21.0,0.0,female,67.32,127.87,30.0,32.0,34.0,1.0,17-25,7.5,9.13,7.48,20.28,29.72,22.24,12.8,14.49,32.52,28.78,31.93,31.18,7.09,39.02,31.5,15.47,14.45,66.73,19.72,24.41,26.77,40.16,121.25,13.35,10.96,7.02,56.33,48.29,12.53,54.18,11.955,2.95,2.405,50.84,42.435,17.265,8.995,17.04,20.565,20.95,7.48,caesar
1157,15686.0,23.0,0.0,female,65.75,119.05,28.0,32.0,34.0,2.0,17-25,8.5,8.66,8.07,20.47,30.39,22.32,12.4,13.27,35.35,29.92,32.72,31.85,7.52,36.38,32.28,14.69,15.83,66.18,19.37,23.82,26.97,40.63,121.7,15.52,10.14,8.34,56.73,49.07,13.72,53.96,11.895,3.055,2.53,51.025,42.465,17.925,9.405,17.975,20.735,21.3,8.07,caesar
1160,15690.0,20.0,0.0,female,62.99,165.35,36.0,30.0,36.0,1.0,17-25,10.5,9.8,7.28,19.88,30.83,23.54,12.6,15.98,41.1,33.27,38.7,31.69,7.52,46.34,33.5,17.52,16.38,65.16,27.76,26.77,38.31,39.45,180.34,14.1,14.23,7.25,56.11,47.86,15.46,55.25,12.1,3.09,2.57,51.31,43.635,18.4,9.385,17.14,21.055,21.485,7.29,caesar
1161,15691.0,20.0,0.0,female,69.29,176.37,31.0,34.0,36.0,3.0,17-25,9.5,9.61,8.31,21.65,32.68,24.37,13.35,17.87,43.11,35.24,40.12,33.94,7.72,43.86,35.08,18.7,17.48,68.66,25.28,24.8,36.61,42.13,175.49,15.09,13.11,8.85,58.14,49.34,15.85,56.83,12.875,2.805,2.435,52.71,44.315,18.59,10.105,18.36,22.25,22.98,8.31,caesar
1189,15730.0,25.0,0.0,female,70.87,169.76,33.0,32.0,36.0,2.0,17-25,9.5,10.04,8.03,21.65,31.97,23.94,13.62,16.34,39.61,32.8,38.39,33.7,7.68,45.35,33.07,16.69,17.09,69.37,26.61,28.03,31.93,42.99,172.84,16.16,12.56,8.37,58.71,49.14,16.91,56.23,12.68,3.445,2.655,51.96,43.77,18.755,9.425,18.285,22.06,22.105,8.03,caesar
1190,15734.0,35.0,4.0,female,64.17,127.87,30.0,32.0,34.0,1.0,26-35,6.5,10.16,7.95,20.35,30.31,22.36,12.4,14.53,34.02,29.96,32.36,30.63,7.36,41.02,30.75,15.75,15.67,64.69,24.06,26.97,27.52,39.92,134.92,14.1,11.83,7.17,54.91,47.21,13.0,52.185,12.14,3.175,2.405,48.58,40.445,17.54,9.56,17.075,20.97,21.7,7.95,caesar
1199,15747.0,46.0,2.0,female,65.75,165.35,33.0,32.0,38.0,1.0,46-55,8.5,9.65,8.07,20.16,29.41,21.34,12.09,15.28,38.27,32.68,36.38,30.75,7.09,43.7,31.5,17.32,15.59,66.26,25.51,28.15,34.17,40.28,168.21,13.85,12.64,7.72,56.25,47.95,14.83,54.595,11.71,3.215,2.825,50.195,43.305,17.515,8.685,15.71,20.065,20.395,8.07,caesar
1207,15757.0,19.0,0.0,female,66.14,136.69,32.0,30.0,34.0,2.0,17-25,8.5,9.29,7.76,21.42,30.71,22.95,13.66,16.73,36.61,29.92,35.28,31.18,7.01,38.66,31.26,17.36,16.42,65.79,22.52,24.61,30.47,40.04,140.21,14.88,11.65,7.41,55.67,46.65,14.02,53.375,11.815,3.17,2.745,49.115,41.82,17.08,9.34,16.675,20.585,21.155,7.76,caesar
1218,15770.0,59.0,2.0,female,64.96,143.3,34.0,30.0,36.0,2.0,56-65,6.5,9.06,8.46,20.71,29.96,21.5,12.24,15.16,37.91,31.77,36.22,28.78,7.17,40.16,29.37,16.18,15.47,64.92,22.01,29.53,31.77,40.35,143.3,14.9,12.21,7.88,54.41,46.26,14.57,51.98,11.275,3.2,2.645,48.57,41.67,16.57,7.83,15.585,19.32,19.105,8.46,caesar
1225,15780.0,21.0,0.0,female,65.75,112.44,34.0,30.0,34.0,2.0,17-25,8.5,9.17,7.24,20.35,30.24,22.99,13.11,13.19,32.44,28.23,31.73,31.06,7.05,35.24,31.97,16.81,14.88,65.98,19.33,21.65,27.05,39.88,111.55,14.25,10.27,7.36,54.94,47.88,12.86,53.645,11.29,3.035,2.685,50.26,42.61,17.91,9.17,16.785,20.12,20.46,7.25,caesar
1238,15799.0,56.0,2.0,female,63.39,112.44,29.0,30.0,34.0,0.0,56-65,7.5,8.98,7.13,19.29,28.94,21.81,12.17,14.06,34.02,31.3,33.98,29.37,7.01,35.98,30.35,16.34,15.31,63.7,19.25,23.7,26.93,38.54,109.79,14.3,10.56,7.04,54.14,45.84,14.47,51.885,11.45,3.045,2.59,48.19,40.79,16.91,8.9,16.115,20.1,20.35,7.13,caesar
